"line","word"
1583,"response"
1583,"input"
1583,"friends"
1583,"trouble"
1583,"positive"
1583,"response"
1583,"brought"
1583,"facebook's"
1583,"attention"
1583,"page"
1583,"frankly"
1583,"violating"
1583,"basic"
1583,"principals"
1585,"core"
1585,"question"
1585,"facebook's"
1585,"job"
1585,"protect"
1585,"users"
1585,"shift"
1585,"burden"
1585,"users"
1585,"flag"
1585,"inappropriate"
1585,"content"
1587,"zuckerberg"
1587,"senator"
1587,"content"
1587,"policy"
1587,"enforcement"
1587,"lot"
1587,"time"
1589,"history"
1589,"started"
1589,"dorm"
1589,"lot"
1589,"resources"
1589,"a.i"
1589,"technology"
1589,"proactively"
1589,"identify"
1589,"lot"
1589,"stuff"
1591,"sheer"
1591,"volume"
1591,"content"
1591,"main"
1591,"people"
1591,"report"
1591,"team"
1591,"review"
1593,"20,000"
1593,"people"
1593,"company"
1593,"security"
1593,"content"
1593,"review"
1595,"time"
1595,"shift"
1595,"increasingly"
1595,"method"
1595,"content"
1595,"flagged"
1595,"front"
1595,"a.i"
1595,"tools"
1595,"develop"
1597,"prioritized"
1597,"types"
1597,"content"
1597,"build"
1597,"a.i"
1597,"tools"
1597,"terror"
1597,"related"
1597,"content"
1597,"mentioned"
1597,"earlier"
1597,"systems"
1597,"deploy"
1597,"taking"
1597,"99"
1597,"percent"
1597,"isis"
1597,"al"
1597,"qaida"
1597,"related"
1597,"content"
1597,"person"
1597,"flags"
1599,"fast"
1599,"forward"
1599,"5"
1599,"10"
1599,"a.i"
1599,"technology"
1599,"investing"
1601,"grassley"
1601,"senator"
1601,"sasse"
1603,"coons"
1603,"agree"
1603,"wait"
1605,"grassley"
1605,"senator"
1607,"coons"
1607,"housing"
1607,"discrimination"
1607,"personally"
1607,"offensive"
1607,"material"
1607,"facebook"
1609,"zuckerberg"
1609,"agree"
1611,"grassley"
1611,"senator"
1611,"sasse"
1613,"sasse"
1613,"chairman"
1615,"zuckerberg"
1615,"current"
1615,"pace"
1615,"due"
1615,"round"
1615,"questioning"
1615,"1"
1615,"00"
1615,"a.m"
1615,"congratulations"
1617,"chris"
1617,"coons"
1617,"lot"
1617,"family"
1617,"dan"
1617,"sullivan's"
1617,"family"
1617,"photos"
1617,"similar"
1617,"set"
1617,"questions"
1619,"line"
1619,"conceptual"
1619,"line"
1619,"mirror"
1619,"tech"
1619,"company"
1619,"mirror"
1619,"tools"
1619,"actual"
1619,"content"
1619,"company"
1619,"hard"
1619,"guys"
1619,"hard"
1619,"challenge"
1619,"regulation"
1619,"time"
1619,"hard"
1619,"challenge"
1619,"private"
1619,"company"
1619,"policies"
1619,"amendment"
1619,"spirit"
1619,"embracing"
1619,"view"
1619,"worry"
1619,"worry"
1619,"world"
1619,"violent"
1619,"hate"
1619,"speech"
1619,"hurry"
1619,"responses"
1619,"questions"
1619,"decide"
1619,"facebook"
1619,"decide"
1619,"police"
1619,"bunch"
1619,"speech"
1619,"america"
1619,"policed"
1619,"company"
1619,"powerful"
1619,"platform"
1621,"define"
1621,"hate"
1621,"speech"
1623,"zuckerberg"
1623,"senator"
1623,"hard"
1623,"question"
1623,"reasons"
1623,"struggle"
1623,"definitions"
1623,"calling"
1623,"violence"
1625,"sasse"
1625,"agree"
1627,"zuckerberg"
1629,"sasse"
1629,"somebody's"
1629,"calling"
1629,"violence"
1629,"worried"
1629,"psychological"
1629,"categories"
1629,"speech"
1629,"language"
1629,"safety"
1629,"protection"
1629,"earlier"
1629,"happening"
1629,"college"
1629,"campuses"
1629,"country"
1629,"dangerous"
1629,"forty"
1629,"percent"
1629,"americans"
1629,"age"
1629,"35"
1629,"pollsters"
1629,"amendment"
1629,"dangerous"
1629,"freedom"
1629,"hurts"
1629,"else's"
1629,"feelings"
1631,"guess"
1631,"passionately"
1631,"held"
1631,"views"
1631,"abortion"
1631,"issue"
1631,"panel"
1631,"imagine"
1631,"world"
1631,"decide"
1631,"pro"
1631,"lifers"
1631,"prohibited"
1631,"speaking"
1631,"abortion"
1631,"views"
1631,"content"
1631,"platform"
1633,"zuckerberg"
1635,"sasse"
1635,"unsettling"
1635,"people"
1635,"who've"
1635,"abortion"
1635,"debate"
1637,"zuckerberg"
1637,"fit"
1637,"definitions"
1637,"agree"
1637,"technologically"
1637,"shift"
1637,"a.i"
1637,"proactively"
1637,"content"
1637,"create"
1637,"massive"
1637,"questions"
1637,"society"
1637,"obligations"
1637,"require"
1637,"companies"
1637,"fulfill"
1637,"question"
1637,"struggle"
1637,"country"
1637,"countries"
1637,"putting"
1637,"laws"
1637,"america"
1637,"figure"
1637,"create"
1637,"set"
1637,"principles"
1637,"american"
1637,"companies"
1637,"operate"
1639,"sasse"
1639,"leave"
1639,"sort"
1639,"unified"
1639,"view"
1639,"congress"
1639,"moving"
1639,"policing"
1639,"speech"
1639,"violence"
1639,"platform"
1639,"sex"
1639,"traffickers"
1639,"human"
1639,"traffickers"
1639,"platform"
1639,"vigorous"
1639,"debates"
1639,"adults"
1639,"engage"
1639,"vigorous"
1639,"debates"
1641,"minutes"
1641,"left"
1641,"shift"
1641,"gears"
1641,"bit"
1641,"adults"
1641,"dad"
1641,"talk"
1641,"bit"
1641,"social"
1641,"media"
1641,"addiction"
1641,"started"
1641,"comments"
1641,"talking"
1641,"facebook"
1641,"founded"
1641,"optimistic"
1641,"company"
1641,"conversations"
1641,"separate"
1641,"words"
1641,"mouth"
1641,"aged"
1641,"bit"
1641,"idealistic"
1641,"optimistic"
1641,"started"
1641,"facebook"
1643,"dad"
1643,"worry"
1643,"social"
1643,"media"
1643,"addiction"
1643,"america's"
1643,"teens"
1645,"zuckerberg"
1645,"hope"
1645,"idealistic"
1645,"broad"
1645,"view"
1645,"responsibility"
1647,"teens"
1647,"parent"
1647,"kids"
1647,"technology"
1647,"facebook"
1647,"specifically"
1647,"view"
1647,"responsibility"
1647,"building"
1647,"services"
1647,"people"
1647,"building"
1647,"services"
1647,"people"
1647,"society"
1649,"study"
1649,"lot"
1649,"effects"
1649,"tools"
1649,"broader"
1649,"technology"
1649,"tool"
1649,"bad"
1651,"social"
1651,"media"
1651,"build"
1651,"relationships"
1651,"sharing"
1651,"content"
1651,"friends"
1651,"interacting"
1651,"term"
1651,"measures"
1651,"intuitively"
1653,"term"
1653,"health"
1653,"term"
1653,"happiness"
1653,"term"
1653,"feeling"
1653,"connected"
1653,"feeling"
1653,"lonely"
1653,"internet"
1653,"social"
1653,"media"
1653,"primarily"
1653,"passively"
1653,"consume"
1653,"content"
1653,"engaging"
1653,"people"
1653,"positive"
1653,"effects"
1653,"negative"
1655,"sasse"
1655,"time"
1655,"social"
1655,"media"
1655,"companies"
1655,"hire"
1655,"consulting"
1655,"firms"
1655,"figure"
1655,"dopamine"
1655,"feedback"
1655,"loops"
1655,"people"
1655,"leave"
1655,"platform"
1657,"zuckerberg"
1657,"senator"
1657,"talk"
1657,"set"
1657,"product"
1657,"teams"
1657,"products"
1657,"valuable"
1657,"people"
1657,"valuable"
1657,"people"
1657,"choose"
1659,"sasse"
1659,"aware"
1659,"social"
1659,"media"
1659,"companies"
1659,"hire"
1659,"consultants"
1661,"zuckerberg"
1661,"sitting"
1663,"sasse"
1665,"grassley"
1665,"senator"
1665,"markey"
1667,"markey"
1667,"chairman"
1669,"response"
1669,"senator"
1669,"blumenthal's"
1669,"questions"
1669,"refused"
1669,"answer"
1669,"facebook"
1669,"required"
1669,"law"
1669,"obtain"
1669,"permission"
1669,"users"
1669,"selling"
1669,"sharing"
1669,"personal"
1669,"information"
1671,"time"
1671,"facebook"
1671,"permission"
1671,"users"
1671,"selling"
1671,"sharing"
1671,"sensitive"
1671,"information"
1671,"health"
1671,"finances"
1671,"relationships"
1671,"permission"
1673,"essentially"
1673,"consent"
1673,"decree"
1673,"federal"
1673,"trade"
1673,"commission"
1673,"signed"
1673,"2011"
1673,"permission"
1673,"consumer"
1673,"opt"
1675,"zuckerberg"
1675,"senator"
1675,"require"
1675,"permission"
1675,"system"
1675,"information"
1677,"sell"
1677,"information"
1677,"permission"
1679,"markey"
1679,"support"
1679,"legislation"
1679,"bill"
1679,"senator"
1679,"blumenthal"
1679,"referred"
1679,"consent"
1679,"act"
1679,"books"
1679,"law"
1679,"facebook"
1679,"company"
1679,"gathers"
1679,"information"
1679,"americans"
1679,"permission"
1679,"affirmative"
1679,"permission"
1679,"reused"
1679,"purposes"
1681,"support"
1681,"legislation"
1681,"national"
1681,"standard"
1681,"facebook"
1681,"companies"
1681,"bad"
1681,"actors"
1681,"support"
1681,"legislation"
1683,"zuckerberg"
1683,"senator"
1683,"principle"
1683,"discussion"
1683,"apply"
1685,"markey"
1685,"support"
1685,"legislation"
1685,"principle"
1685,"opt"
1685,"permission"
1685,"standard"
1685,"support"
1685,"legislation"
1685,"american"
1685,"standard"
1687,"europeans"
1687,"passed"
1687,"law"
1687,"facebook's"
1687,"live"
1687,"law"
1687,"beginning"
1687,"25th"
1687,"support"
1687,"law"
1687,"united"
1689,"zuckerberg"
1689,"senator"
1689,"principle"
1689,"details"
1689,"matter"
1689,"lot"
1691,"markey"
1691,"assuming"
1691,"details"
1691,"support"
1691,"opt"
1691,"standard"
1691,"permission"
1691,"affirmatively"
1691,"standard"
1691,"united"
1691,"correct"
1693,"zuckerberg"
1693,"senator"
1693,"principle"
1693,"hundred"
1693,"billion"
1693,"times"
1693,"day"
1693,"services"
1693,"people"
1693,"share"
1693,"content"
1693,"choose"
1693,"share"
1693,"affirmatively"
1695,"markey"
1695,"support"
1695,"law"
1695,"enshrines"
1695,"promise"
1695,"american"
1695,"people"
1695,"permission"
1695,"obtained"
1695,"information"
1695,"correct"
1697,"zuckerberg"
1697,"senator"
1697,"principle"
1697,"makes"
1697,"sense"
1697,"details"
1697,"matter"
1697,"forward"
1697,"team"
1697,"fleshing"
1699,"markey"
1699,"subject"
1699,"drill"
1699,"earlier"
1699,"reference"
1699,"child"
1699,"online"
1699,"privacy"
1699,"protection"
1699,"act"
1699,"1999"
1699,"author"
1699,"constitution"
1699,"child"
1699,"privacy"
1699,"protection"
1699,"online"
1699,"country"
1699,"proud"
1699,"protections"
1699,"additionally"
1699,"13"
1699,"14"
1699,"15"
1699,"protections"
1699,"30"
1699,"50"
1701,"separate"
1701,"piece"
1701,"legislation"
1701,"insure"
1701,"kinds"
1701,"16"
1701,"absolutely"
1701,"privacy"
1701,"bill"
1701,"rights"
1701,"permission"
1701,"received"
1701,"parents"
1701,"children"
1701,"information"
1701,"reused"
1701,"purpose"
1701,"originally"
1701,"intended"
1701,"support"
1701,"child"
1701,"online"
1701,"privacy"
1701,"bill"
1701,"rights"
1701,"kids"
1701,"16"
1701,"guarantee"
1701,"information"
1701,"reused"
1701,"purpose"
1701,"explicit"
1701,"permission"
1701,"parents"
1701,"kids"
1703,"zuckerberg"
1703,"senator"
1703,"principle"
1703,"protecting"
1703,"minors"
1703,"protecting"
1703,"privacy"
1703,"extremely"
1703,"facebook"
1703,"happy"
1705,"markey"
1705,"talking"
1705,"law"
1705,"talking"
1705,"law"
1705,"support"
1705,"law"
1705,"insure"
1705,"kids"
1705,"16"
1705,"privacy"
1705,"bill"
1705,"rights"
1705,"conversation"
1705,"office"
1705,"ago"
1705,"specific"
1705,"subject"
1705,"palo"
1705,"alto"
1705,"american"
1705,"people"
1705,"protections"
1705,"protections"
1705,"books"
1705,"families"
1705,"children"
1705,"support"
1705,"privacy"
1705,"bill"
1705,"rights"
1705,"kids"
1705,"opt"
1705,"standard"
1707,"zuckerberg"
1707,"senator"
1707,"principle"
1709,"markey"
1711,"zuckerberg"
1713,"markey"
1713,"law"
1713,"protect"
1713,"children"
1713,"question"
1713,"law"
1715,"zuckerberg"
1715,"senator"
1715,"law"
1715,"deserves"
1715,"lot"
1715,"discussion"
1717,"markey"
1717,"disagree"
1717,"leaving"
1717,"children"
1717,"rapacious"
1717,"commercial"
1717,"predators"
1717,"country"
1717,"exploit"
1717,"children"
1717,"absolutely"
1717,"law"
1717,"books"
1719,"grassley"
1719,"short"
1719,"short"
1719,"answer"
1721,"zuckerberg"
1721,"senator"
1721,"forward"
1721,"team"
1721,"follow"
1721,"team"
1721,"flesh"
1721,"details"
1723,"grassley"
1723,"senator"
1723,"flake"
1723,"senator"
1723,"flake"
1725,"crosstalk"
1727,"markey"
1727,"issued"
1727,"correct"
1727,"answer"
1729,"flake"
1729,"chairman"
1731,"zuckerberg"
1731,"enjoying"
1731,"plow"
1731,"ground"
1731,"bit"
1733,"senator"
1733,"coons"
1733,"senator"
1733,"peters"
1733,"country"
1733,"zimbabwe"
1733,"days"
1733,"ago"
1733,"met"
1733,"opposition"
1733,"figures"
1733,"talked"
1733,"goal"
1733,"access"
1733,"run"
1733,"media"
1735,"flake"
1735,"african"
1735,"countries"
1735,"countries"
1735,"world"
1735,"world"
1735,"countries"
1735,"countries"
1735,"traditional"
1735,"media"
1735,"run"
1735,"message"
1735,"social"
1735,"media"
1735,"facebook"
1735,"valuable"
1735,"service"
1735,"countries"
1735,"opposition"
1735,"leaders"
1735,"simply"
1735,"access"
1735,"election"
1735,"traditional"
1735,"media"
1735,"valuable"
1735,"recognize"
1737,"flip"
1737,"rohingya"
1737,"similar"
1737,"data"
1737,"platform"
1737,"people"
1737,"talked"
1737,"regard"
1737,"hiring"
1737,"traditional"
1737,"local"
1737,"language"
1737,"speakers"
1737,"regard"
1737,"ensure"
1737,"governments"
1737,"opposition"
1737,"figures"
1739,"zuckerberg"
1739,"senator"
1739,"main"
1739,"myanmar"
1739,"specifically"
1739,"apply"
1739,"situations"
1739,"hiring"
1739,"people"
1739,"local"
1739,"language"
1739,"support"
1739,"definition"
1739,"hate"
1739,"speech"
1739,"racially"
1739,"coded"
1739,"incite"
1739,"violence"
1739,"language"
1739,"specific"
1739,"english"
1739,"speakers"
1739,"people"
1739,"world"
1739,"grow"
1741,"countries"
1741,"tend"
1741,"active"
1741,"civil"
1741,"society"
1741,"identify"
1741,"figures"
1741,"spreading"
1741,"hate"
1741,"figures"
1741,"platform"
1743,"specific"
1743,"product"
1743,"countries"
1743,"including"
1743,"news"
1743,"literacy"
1745,"encouraging"
1745,"people"
1745,"countries"
1745,"ramping"
1745,"checking"
1745,"content"
1745,"specific"
1745,"product"
1745,"type"
1745,"implement"
1745,"countries"
1747,"flake"
1747,"limits"
1747,"native"
1747,"speakers"
1747,"hire"
1747,"people"
1747,"eyes"
1747,"page"
1747,"artificial"
1747,"intelligence"
1747,"bulk"
1747,"investing"
1747,"tool"
1747,"hire"
1747,"people"
1749,"zuckerberg"
1749,"senator"
1749,"absolutely"
1749,"term"
1749,"building"
1749,"a.i"
1749,"tools"
1749,"scalable"
1749,"identify"
1749,"root"
1749,"harmful"
1749,"content"
1749,"investing"
1749,"lot"
1749,"scaling"
1749,"people"
1749,"content"
1749,"review"
1751,"mentioned"
1751,"basically"
1751,"doubled"
1751,"people"
1751,"security"
1751,"content"
1751,"review"
1751,"20,000"
1751,"people"
1751,"security"
1751,"content"
1751,"review"
1751,"coupling"
1751,"continuing"
1751,"grow"
1751,"people"
1751,"review"
1751,"building"
1751,"a.i"
1751,"tools"
1751,"quickly"
1751,"stuff"
1751,"hard"
1751,"eliminating"
1751,"harmful"
1751,"content"
1753,"flake"
1753,"talked"
1753,"russian"
1753,"chinese"
1753,"governments"
1753,"harvested"
1753,"facebook"
1753,"data"
1753,"detailed"
1753,"data"
1753,"sets"
1753,"facebook"
1753,"users"
1753,"forensic"
1753,"analysis"
1753,"shown"
1753,"cambridge"
1753,"analytica"
1753,"downloaded"
1753,"data"
1755,"zuckerberg"
1755,"senator"
1755,"kicked"
1755,"investigation"
1755,"app"
1755,"access"
1755,"amount"
1755,"people's"
1755,"data"
1755,"locked"
1755,"platform"
1755,"2014"
1755,"underway"
1755,"imagine"
1755,"committed"
1755,"telling"
1755,"people"
1755,"affected"
1755,"sitting"
1755,"specific"
1755,"knowledge"
1755,"efforts"
1755,"nation"
1755,"assume"
1755,"countries"
1755,"abuse"
1755,"systems"
1757,"flake"
1759,"chairman"
1761,"grassley"
1761,"inaudible"
1761,"person"
1761,"senator"
1761,"hirono"
1763,"hirono"
1763,"chairman"
1765,"zuckerberg"
1765,"u.s"
1765,"immigration"
1765,"customs"
1765,"enforcement"
1765,"proposed"
1765,"extreme"
1765,"vetting"
1765,"imitative"
1765,"renamed"
1765,"visa"
1765,"life"
1765,"cycle"
1765,"vetting"
1765,"sounds"
1765,"scary"
1767,"held"
1767,"industry"
1767,"advertised"
1767,"federal"
1767,"contracting"
1767,"website"
1767,"input"
1767,"tech"
1767,"companies"
1767,"quoting"
1767,"ice"
1767,"exploit"
1767,"publicly"
1767,"information"
1767,"media"
1767,"blogs"
1767,"public"
1767,"hearings"
1767,"conferences"
1767,"academic"
1767,"websites"
1767,"social"
1767,"media"
1767,"websites"
1767,"facebook"
1767,"twitter"
1767,"linkedin"
1767,"extract"
1767,"pertinent"
1767,"information"
1767,"targets"
1769,"basically"
1769,"targets"
1769,"determine"
1769,"quoting"
1769,"ice's"
1769,"document"
1769,"ice"
1769,"directed"
1769,"develop"
1769,"processes"
1769,"determine"
1769,"evaluate"
1769,"applicant"
1769,"i.e"
1769,"targets"
1769,"probability"
1769,"positively"
1769,"contributing"
1769,"society"
1769,"ability"
1769,"contribute"
1769,"national"
1769,"meet"
1769,"executive"
1769,"president's"
1769,"executive"
1771,"ice"
1771,"develop"
1771,"mechanism"
1771,"methodology"
1771,"assess"
1771,"applicant"
1771,"intends"
1771,"commit"
1771,"criminal"
1771,"terrorists"
1771,"acts"
1771,"entering"
1771,"united"
1771,"question"
1771,"facebook"
1771,"plan"
1771,"cooperate"
1771,"extreme"
1771,"vetting"
1771,"initiative"
1771,"trump"
1771,"administration"
1771,"target"
1771,"people"
1771,"deportation"
1771,"ice"
1771,"enforcement"
1773,"zuckerberg"
1773,"senator"
1773,"specific"
1773,"conversations"
1775,"hirono"
1775,"provide"
1775,"cooperate"
1775,"ice"
1775,"determine"
1775,"commit"
1775,"crime"
1775,"fruitful"
1775,"society"
1775,"cooperate"
1777,"zuckerberg"
1777,"proactively"
1777,"cooperate"
1777,"law"
1777,"enforcement"
1777,"aware"
1777,"imminent"
1777,"threat"
1777,"harm"
1777,"proactively"
1777,"reach"
1777,"law"
1777,"enforcement"
1777,"responsibility"
1779,"law"
1779,"enforcement"
1779,"reaches"
1779,"valid"
1779,"legal"
1779,"subpoena"
1779,"request"
1779,"data"
1779,"request"
1779,"overly"
1779,"broad"
1779,"legal"
1779,"request"
1779,"push"
1779,"aggressively"
1781,"hirono"
1781,"assume"
1781,"ice"
1781,"law"
1781,"rule"
1781,"requires"
1781,"facebook"
1781,"cooperate"
1781,"information"
1781,"kinds"
1781,"assessments"
1781,"sounds"
1781,"decline"
1783,"zuckerberg"
1783,"senator"
1783,"correct"
1785,"hirono"
1785,"determine"
1785,"content"
1785,"deemed"
1785,"harmful"
1785,"ice"
1785,"talking"
1787,"combination"
1787,"kinds"
1787,"information"
1787,"including"
1787,"information"
1787,"hope"
1787,"obtain"
1787,"entities"
1787,"predict"
1787,"commit"
1787,"crimes"
1787,"national"
1787,"security"
1787,"doable"
1789,"zuckerberg"
1789,"senator"
1789,"familiar"
1789,"offer"
1789,"informed"
1789,"opinion"
1791,"hirono"
1791,"assessments"
1791,"constitutes"
1791,"hate"
1791,"speech"
1791,"pretty"
1791,"hard"
1791,"assess"
1791,"election"
1791,"interference"
1791,"difficult"
1791,"identify"
1791,"predict"
1791,"somebody's"
1791,"commit"
1791,"crime"
1791,"fit"
1791,"category"
1791,"pretty"
1791,"difficult"
1791,"assess"
1793,"zuckerberg"
1793,"senator"
1793,"sounds"
1793,"difficult"
1793,"difficult"
1793,"thinking"
1795,"crosstalk"
1797,"hirono"
1797,"common"
1797,"sense"
1797,"pretty"
1797,"difficult"
1797,"ice"
1797,"proceeding"
1797,"discriminatory"
1797,"advertising"
1797,"february"
1797,"2017"
1797,"facebook"
1797,"announced"
1797,"kinds"
1797,"ads"
1797,"discriminated"
1797,"basis"
1797,"race"
1797,"gender"
1797,"family"
1797,"status"
1797,"sexual"
1797,"orientation"
1797,"disability"
1797,"veteran"
1797,"status"
1797,"categories"
1797,"prohibited"
1797,"federal"
1797,"law"
1797,"housing"
1797,"2017"
1797,"discovered"
1797,"kinds"
1797,"ads"
1799,"status"
1799,"ads"
1799,"facebook"
1799,"february"
1799,"2017"
1799,"promise"
1799,"address"
1799,"public"
1799,"verify"
1799,"expected"
1799,"trust"
1801,"zuckerberg"
1801,"senator"
1801,"questions"
1801,"policies"
1801,"ads"
1801,"discriminatory"
1802,"hirono"
1804,"propublica"
1804,"ads"
1804,"kinds"
1804,"ads"
1804,"assurance"
1804,"stop"
1804,"stop"
1806,"zuckerberg"
1806,"removed"
1806,"ability"
1806,"exclude"
1806,"ethnic"
1806,"sensitive"
1806,"categories"
1806,"ad"
1806,"targeting"
1806,"feature"
1806,"anymore"
1806,"sense"
1806,"target"
1806,"proactively"
1806,"enforcement"
1806,"review"
1806,"ads"
1806,"screen"
1806,"front"
1806,"enforcement"
1806,"community"
1806,"flags"
1806,"issues"
1808,"community"
1808,"flags"
1808,"issue"
1808,"team"
1808,"thousands"
1808,"people"
1808,"mistakes"
1808,"time"
1808,"strategy"
1808,"develop"
1808,"a.i"
1808,"tools"
1808,"proactively"
1808,"identify"
1808,"types"
1808,"content"
1808,"filtering"
1808,"front"
1810,"crosstalk"
1812,"hirono"
1812,"progress"
1814,"zuckerberg"
1816,"thune"
1816,"senator"
1816,"hirono"
1816,"senator"
1816,"sullivan's"
1818,"hirono"
1820,"sullivan"
1820,"chairman"
1820,"zuckerberg"
1820,"story"
1820,"dorm"
1820,"global"
1820,"behemoth"
1820,"guys"
1820,"america"
1820,"agree"
1822,"zuckerberg"
1822,"senator"
1822,"america"
1824,"sullivan"
1824,"china"
1824,"10"
1826,"zuckerberg"
1826,"senator"
1826,"strong"
1826,"chinese"
1826,"internet"
1826,"companies"
1828,"sullivan"
1828,"supposed"
1828,"answer"
1828,"question"
1830,"laughter"
1834,"crosstalk"
1836,"thune"
1836,"softball"
1838,"sullivan"
1838,"break"
1838,"front"
1838,"bunch"
1838,"answer"
1840,"laughter"
1842,"testimony"
1842,"talked"
1842,"lot"
1842,"power"
1842,"involved"
1842,"elections"
1842,"testimony"
1842,"world"
1842,"facebook"
1842,"2"
1842,"billion"
1842,"users"
1842,"200"
1842,"million"
1842,"americans"
1842,"40"
1842,"billion"
1842,"revenue"
1842,"google"
1842,"75"
1842,"percent"
1842,"digital"
1842,"advertising"
1842,"u.s"
1844,"key"
1844,"issues"
1844,"facebook"
1844,"powerful"
1844,"powerful"
1844,"powerful"
1846,"zuckerberg"
1846,"senator"
1846,"time"
1846,"people"
1846,"talk"
1846,"scale"
1846,"referencing"
1846,"billion"
1846,"people"
1846,"community"
1846,"questions"
1846,"vast"
1846,"majority"
1846,"2"
1846,"billion"
1846,"people"
1846,"u.s"
1846,"americans"
1846,"proud"
1848,"crosstalk"
1850,"zuckerberg"
1850,"brought"
1850,"chinese"
1850,"internet"
1850,"companies"
1850,"real"
1850,"real"
1850,"strategic"
1850,"competitive"
1850,"threat"
1850,"american"
1850,"technology"
1850,"policy"
1850,"inaudible"
1850,"thinking"
1852,"crosstalk"
1854,"sullivan"
1854,"real"
1854,"quick"
1856,"interrupt"
1856,"history"
1856,"country"
1856,"history"
1856,"hearings"
1856,"smart"
1856,"guy"
1856,"read"
1856,"lot"
1856,"history"
1856,"companies"
1856,"powerful"
1856,"accumulate"
1856,"lot"
1856,"wealth"
1856,"power"
1856,"typically"
1856,"body"
1856,"instinct"
1856,"regulate"
1856,"break"
1858,"history"
1858,"nation"
1858,"policy"
1858,"approaches"
1860,"zuckerberg"
1860,"senator"
1860,"type"
1860,"person"
1860,"regulation"
1860,"bad"
1860,"internet"
1860,"increasingly"
1860,"people's"
1860,"lives"
1860,"conversation"
1860,"regulation"
1862,"sullivan"
1862,"talk"
1862,"tension"
1862,"mentioning"
1862,"worries"
1862,"regulation"
1862,"company"
1862,"size"
1862,"hey"
1862,"regulated"
1862,"regulations"
1862,"cement"
1862,"dominant"
1862,"power"
1862,"lot"
1862,"lobbyists"
1862,"lobbyist"
1862,"town"
1862,"involved"
1862,"hearing"
1862,"lot"
1862,"powerful"
1862,"happened"
1862,"dodd"
1862,"frank"
1862,"supposed"
1862,"aimed"
1862,"banks"
1862,"regulations"
1862,"empowering"
1862,"banks"
1862,"keeping"
1862,"banks"
1864,"risk"
1864,"influence"
1864,"regulate"
1864,"regulate"
1864,"position"
1864,"cemented"
1864,"authority"
1864,"biggest"
1864,"concerns"
1864,"guys"
1864,"facebook"
1864,"guy"
1864,"dorm"
1864,"start"
1864,"dominant"
1864,"facebook"
1864,"views"
1866,"zuckerberg"
1866,"senator"
1866,"agree"
1866,"thinking"
1866,"regulation"
1866,"industries"
1866,"careful"
1866,"cement"
1866,"current"
1866,"companies"
1866,"winning"
1868,"sullivan"
1868,"normal"
1868,"inclination"
1868,"company"
1868,"hey"
1868,"hire"
1868,"guys"
1868,"town"
1868,"cement"
1868,"advantage"
1868,"regulating"
1870,"zuckerberg"
1870,"senator"
1870,"approach"
1870,"challenge"
1870,"regulation"
1870,"add"
1870,"rules"
1870,"companies"
1870,"follow"
1870,"larger"
1870,"company"
1870,"inherently"
1870,"resources"
1870,"harder"
1870,"company"
1870,"started"
1870,"comply"
1872,"sullivan"
1872,"correct"
1874,"zuckerberg"
1874,"conversation"
1874,"outcome"
1874,"real"
1874,"challenges"
1874,"content"
1874,"privacy"
1874,"ads"
1874,"transparency"
1874,"elections"
1876,"sullivan"
1876,"interrupt"
1876,"final"
1876,"question"
1876,"relates"
1876,"talking"
1876,"terms"
1876,"content"
1876,"regulation"
1876,"facebook"
1878,"mention"
1878,"tech"
1878,"company"
1878,"platform"
1878,"world's"
1878,"biggest"
1878,"publisher"
1878,"140"
1878,"million"
1878,"americans"
1878,"news"
1878,"facebook"
1878,"talk"
1878,"mentioned"
1878,"senator"
1878,"cornyn"
1878,"cornyn"
1878,"responsible"
1878,"content"
1880,"tech"
1880,"company"
1880,"world's"
1880,"largest"
1880,"publisher"
1880,"question"
1880,"form"
1880,"regulation"
1880,"government"
1880,"action"
1882,"zuckerberg"
1882,"senator"
1882,"question"
1882,"view"
1882,"tech"
1882,"company"
1882,"primary"
1882,"build"
1882,"technology"
1882,"products"
1884,"sullivan"
1884,"responsible"
1884,"content"
1884,"makes"
1886,"zuckerberg"
1888,"sullivan"
1888,"publisher"
1890,"zuckerberg"
1890,"agree"
1890,"responsible"
1890,"content"
1890,"produce"
1890,"content"
1890,"people"
1890,"media"
1890,"company"
1890,"publisher"
1890,"understanding"
1890,"heart"
1890,"feel"
1890,"responsibility"
1890,"content"
1890,"platform"
1892,"answer"
1892,"incompatible"
1892,"fundamentally"
1892,"core"
1892,"technology"
1892,"company"
1892,"main"
1892,"engineers"
1892,"build"
1892,"products"
1894,"thune"
1894,"senator"
1894,"sullivan"
1896,"senator"
1896,"udall"
1898,"udall"
1898,"chairman"
1898,"zuckerberg"
1898,"spoke"
1898,"idealistically"
1898,"company"
1898,"talked"
1898,"strong"
1898,"values"
1898,"positive"
1898,"force"
1898,"community"
1898,"world"
1900,"hijacked"
1900,"cambridge"
1900,"analytica"
1900,"political"
1900,"purposes"
1900,"angry"
1902,"zuckerberg"
1902,"absolutely"
1904,"udall"
1904,"determined"
1904,"assume"
1904,"law"
1904,"talked"
1906,"zuckerberg"
1906,"senator"
1906,"care"
1906,"interferes"
1906,"2018"
1906,"elections"
1906,"world"
1908,"extremely"
1908,"u.s"
1908,"midterm"
1908,"major"
1908,"elections"
1908,"india"
1908,"brazil"
1908,"mexico"
1908,"pakistan"
1908,"hungary"
1908,"coming"
